,ClientMacAddr,Unnamed: 0,Freq_per_day,lat_std,Stay_duration,lng_std,Category,Floor
0,00:23:a7:e7:96:0c,4,5378.699258336636,0.0338938592299881,15.37114306742909,0.0211939577652205,1,0
1,00:23:a7:e7:a8:1c,5,5080.0,0.0084897953274722,15.0,0.0076672176055904,1,0
2,00:26:c6:6d:02:3e,6,5470.924427998124,0.0489226567423314,15.787147547818837,0.0311024942515758,1,0
3,00:28:f8:26:ae:e4,7,5226.495092386151,0.0186790550629538,15.381768791163733,0.0101573269312088,1,0
4,00:28:f8:4e:29:24,186,1271.5507246376812,0.0466162697449037,5.2898550724637685,0.0334243187188282,1,1
5,00:28:f8:4e:2c:85,187,1272.5722789115646,0.0621560962304464,5.28656462585034,0.0309782526429512,1,1
6,00:80:92:df:7b:97,8,3905.074777557512,0.0390684919842653,11.45004840717348,0.0315646338768339,1,0
7,00:b3:62:25:cf:a2,32,1365.138464756327,0.2539793582641366,5.861326082409538,0.1083985565197084,1,2
8,00:b3:62:26:0c:71,33,1953.6167602205555,0.1813210411407982,7.650936366797477,0.2600262217626826,1,2
9,00:b3:62:26:15:04,200,786.6757944062089,0.1718252940147528,4.179528481476058,0.2139267632300104,1,1
10,00:b3:62:32:00:f3,35,1096.488652925255,0.0433752325518157,4.444305642306891,0.168054280306782,1,2
11,00:b3:62:55:82:44,37,2251.822505800464,0.235366538267101,8.817672080433102,0.120290260382551,1,2
12,00:b3:62:8a:bc:22,7,533.8827856792545,0.0626083496750918,4.121628249141736,0.2234563792088548,1,3
13,00:b3:62:8e:6b:a7,8,517.3851851851852,0.0499040857559837,2.6753086419753087,0.1569961877896097,1,3
14,00:c2:c6:cc:a8:85,211,4056.75689391898,0.0566674131837194,12.225927422976737,0.0959433197181861,1,1
15,00:c2:c6:ec:4c:a3,11,7026.90206149627,0.0424790098638643,19.901805842842865,0.0759149008253553,1,3
16,00:c2:c6:f9:2f:9f,13,5320.630539056093,0.0187955229099782,15.32736038969108,0.0319829204883417,1,0
17,00:e1:93:2c:cc:9f,12,906.7044897959184,0.0697590453944703,4.693061224489796,0.1638171940707916,1,3
18,04:69:f8:63:8b:cc,63,2178.3615500893225,0.1081645595078898,6.701662773120791,0.3097860415717492,1,2
19,04:d3:b0:28:24:77,226,865.0,0.018948908831072,4.0,0.0131075144747886,1,1
20,04:d6:aa:e8:27:64,92,1015.257827732538,0.155052225169784,6.218488358756738,0.1931923056746754,1,2
21,04:db:56:e6:b5:71,241,632.7774566473988,0.1607959146858122,2.9552023121387285,0.0446743088521619,1,1
22,04:ea:56:92:f9:9b,242,1481.586625,0.0081406733247167,20.3974375,0.0083443524850107,1,1
23,08:c5:e1:12:ff:44,107,1325.7230998509688,0.1836657377950844,6.920715350223547,0.2451189711653634,1,2
24,08:c5:e1:2d:97:b8,110,1050.595535886088,0.2992046127943054,5.704925918799307,0.3752679314499061,1,2
25,08:c5:e1:53:31:49,252,768.9502691617533,0.0986104926258322,4.1048449115611385,0.1958313074389524,1,1
26,08:c5:e1:55:52:9c,29,479.9530907496712,0.0507200067940337,5.122753178430513,0.22197006338994,1,3
27,08:c5:e1:55:fa:fe,116,1529.0813493975904,0.1989962340029217,6.650313253012048,0.1455795004524669,1,2
28,08:c5:e1:5c:ff:08,255,690.1610619469027,0.1972951683631893,4.285840707964602,0.0870136175985671,1,1
29,08:e6:89:a0:f9:d3,25,2113.0,0.1503591393734175,7.0,0.0425848756290196,1,0
30,08:f6:9c:14:24:1b,134,2702.7802053747,0.0220670110605213,8.267533318767752,0.0249168043797354,1,2
31,0c:51:01:b2:da:f6,142,1116.0,0.0735512884877724,4.0,0.0692510454990457,1,2
32,0c:51:01:b2:da:fc,287,773.0,0.1392703229254404,5.0,0.0584839814155484,1,1
33,0c:51:01:b2:dc:ea,143,945.0442233278054,0.0113831294921234,3.6058595909342177,0.0140177092867194,1,2
34,0c:51:01:b3:40:28,147,1340.6361500225937,0.1583672065868301,5.110076818798012,0.1052071257871293,1,2
35,0c:51:01:b3:88:92,151,3585.5697681457714,0.2435400654821719,11.936860584781162,0.0495878763895838,1,2
36,0c:51:01:b4:e2:1e,32,3034.0,0.0281973648398867,11.0,0.0153552579495856,1,0
37,0c:51:01:b6:45:72,161,975.3402646502836,0.1406588121352603,2.957466918714556,0.104281713462198,1,2
38,0c:51:01:b6:ac:9c,163,2693.0,0.0339817812576123,9.0,0.2133160183344942,1,2
39,0c:51:01:b6:ad:9d,301,677.2377109317681,0.2036871410856711,2.9926632428466617,0.0510754922230344,1,1
40,0c:51:01:c9:bc:12,165,1901.3616703421785,0.0746089062763356,7.3551966991534465,0.1541709619320832,1,2
41,0c:70:4a:a2:6d:e7,38,624.2582566323769,0.0434413410139966,8.721710882512182,0.1351157391393385,1,3
42,0c:dd:24:84:8a:9b,172,1546.0869333333333,0.2144082143836222,6.082666666666666,0.3291615717612293,1,2
43,10:02:b5:e3:08:46,317,1597.554679334917,0.0466153236065994,5.463277909738717,0.0703835615614715,1,1
44,10:02:b5:e3:08:c8,318,995.4415395787944,0.0388998165328864,3.7623456790123457,0.1163761519378305,1,1
45,10:02:b5:e3:09:18,320,765.7699901283316,0.0483879617548507,3.284962158604804,0.1994374312052908,1,1
46,10:02:b5:e3:09:59,321,1611.5152452496686,0.0531488557198407,5.709628320322089,0.1595700542034369,1,1
47,10:02:b5:e3:09:81,323,1123.4670614359734,0.1364039922691236,4.326332346410067,0.1577590650733886,1,1
48,10:02:b5:e3:09:8b,325,987.816028677506,0.044044827862938,3.783638458584048,0.1065011926117216,1,1
49,10:02:b5:e3:09:a9,39,4051.9915582354806,0.0167373460051061,15.77822913360838,0.0132436101332196,1,0
50,10:30:25:27:14:e1,189,2532.859229208925,0.2058586058412814,8.935192697768763,0.063813392217586,1,2
51,14:87:6a:b1:7d:16,42,4207.0,0.1112660839480253,13.0,0.1412039245893468,1,0
52,14:9f:3c:59:78:c5,338,552.0967073928349,0.1041264538360299,3.63802029405674,0.2282081222031081,1,1
53,14:ab:c5:09:b6:e5,206,1007.1477770820288,0.3839057900629298,4.15184721352536,0.196564624898235,1,2
54,14:ab:c5:09:b6:f9,43,6403.869127209451,0.0339224715536314,18.27983331806942,0.0291852715834521,1,0
55,14:ab:c5:09:b7:53,342,878.4558004359409,0.0499984602165874,3.742189392104626,0.1403053751261874,1,1
56,14:ab:c5:09:b7:71,209,1337.0194276320706,0.0753453925840175,5.1368900844354775,0.1733386133033481,1,2
57,14:ab:c5:09:b7:80,210,1448.9483196415235,0.1844981218562877,5.298083146626836,0.1150741726457635,1,2
58,14:ab:c5:09:b7:99,345,734.0,0.0645834904411378,4.0,0.2848636642299121,1,1
59,14:ab:c5:09:b7:c1,212,1437.0,0.0173767319208377,5.0,0.0190388941855678,1,2
60,14:ab:c5:09:b8:20,347,595.8434414668548,0.1926821573911419,2.912552891396333,0.07827397326665,1,1
61,14:ab:c5:b7:01:dd,349,689.8700486448923,0.1689320401125173,4.053509381514941,0.0425701436036059,1,1
62,14:ab:c5:bb:e2:b6,350,801.0,0.0556562314883903,3.0,0.0751955008811649,1,1
63,18:1d:ea:aa:eb:73,221,3083.834037025008,0.043561146500344,11.0,0.1609454825500184,1,2
64,18:1d:ea:aa:eb:8c,222,2979.7024996585164,0.1625546971478697,10.588512498292584,0.0799098766645051,1,2
65,18:5e:0f:92:e2:6c,48,539.0,0.0257025494742539,3.0,0.1169290103669475,1,3
66,18:5e:0f:cf:40:fe,360,647.0829151210997,0.1355575011066416,3.037093606807768,0.2007347802936444,1,1
67,18:81:0e:04:c5:bc,366,993.5581874356334,0.1005183454125106,4.57621009268795,0.0662048998784883,1,1
68,18:81:0e:51:8a:e9,369,1173.7646528403968,0.0746523218372394,4.62082957619477,0.0319140104809157,1,1
69,18:81:0e:65:70:da,370,756.0,0.02002587274632,4.0,0.0612116619924121,1,1
70,1c:1b:b5:05:0a:14,240,3398.967395814808,0.1331657568632047,10.77746161598198,0.1100300214344601,1,2
71,1c:5c:f2:e0:d1:cf,379,749.0,0.066090070138136,5.0,0.1925511347718773,1,1
72,1c:5c:f2:e8:8b:33,45,2077.9258898098487,0.0990632539014287,8.0,0.1448381236187516,1,0
73,1c:bf:ce:23:0b:d9,253,1302.6230529595016,0.0655097931548998,4.7139148494288685,0.0549342648865275,1,2
74,20:16:b9:76:30:d1,257,1560.1964512040558,0.2243757593889004,5.160118293198141,0.0843548799258661,1,2
75,24:18:1d:42:a5:2d,53,424.1842751842752,0.0474428586188158,4.421375921375922,0.2456909295437768,1,3
76,24:18:1d:a8:7d:ae,56,1085.0,0.0551236778171287,5.0,0.1447378160804353,1,3
77,24:18:1d:ab:24:c7,273,1053.6299078667612,0.1600212226251987,6.472572643515237,0.0571387509129917,1,2
78,24:1b:7a:1b:eb:ba,276,1093.730021598272,0.4116513488292398,3.525269978401728,0.460157269134909,1,2
79,24:1b:7a:99:36:b1,397,707.4497777777777,0.074094861403748,3.7511111111111113,0.0632078309173335,1,1
80,24:1b:7a:a4:7f:52,280,2149.256673740645,0.1871740681420055,7.202725343460292,0.1352723893932396,1,2
81,24:1b:7a:ae:ae:b5,399,573.9990167158309,0.120715401587253,3.0,0.0432630859490385,1,1
82,24:5a:b5:f9:e5:6f,2035,1700.4600694444443,0.3346583968419686,6.791377314814815,0.3864678121779465,1,2
83,24:ee:9a:2e:ca:89,407,800.002493765586,0.0438372900339253,2.997506234413965,0.0838545001014544,1,1
84,24:ee:9a:5f:35:39,2039,1992.119707138499,0.1586451250094094,7.464063453325198,0.4074549888365057,1,2
85,24:ee:9a:fa:62:c0,410,1195.1173680183626,0.1036294907082739,4.376052027543994,0.1380418121691032,1,1
86,24:f0:94:de:85:3c,2044,2570.15700791422,0.2217127400085972,7.676538166964514,0.0730589920040663,1,2
87,28:16:ad:17:e3:14,56,6404.094655859321,0.043610823278065,18.28053304025278,0.0341895925987806,1,0
88,28:16:ad:17:e3:19,2048,1187.3329007138225,0.210508107121254,4.523767034393251,0.2266008453605777,1,2
89,28:16:ad:17:e3:32,2049,1073.675060435133,0.0861704254912002,4.469278807413376,0.2683529758739617,1,2
90,28:16:ad:17:e3:37,420,692.0,0.0606985111764817,3.0,0.0475680024759786,1,1
91,28:16:ad:17:e3:64,421,1049.3125196109193,0.0329452515682264,3.961405710699718,0.090169416157273,1,1
92,28:16:ad:17:e3:73,2054,1790.5564979480164,0.0316422650173013,6.405882352941177,0.1024356061790727,1,2
93,28:16:ad:17:e3:91,2055,2649.667859539253,0.1384887441436872,8.944978751957057,0.3526345646992919,1,2
94,28:16:ad:17:e3:b9,2056,1542.6061781507865,0.0819268298304794,5.364482685661894,0.2348775156799522,1,2
95,28:16:ad:17:e3:c3,2057,1429.1422428051603,0.3075164561544307,6.182269268938141,0.1978912693311194,1,2
96,28:16:ad:17:e4:7c,426,1276.7986948783864,0.280565138063944,5.788412102036781,0.2219095884747159,1,1
97,28:16:ad:17:e4:b8,428,695.0,0.1562071080266304,4.0,0.0554834574902437,1,1
98,28:16:ad:17:e4:bd,2063,1884.085434298441,0.3781728265561694,6.2384855233853,0.286466410475775,1,2
99,28:16:ad:17:e4:db,2064,2420.120027434842,0.2182455532966571,7.429355281207133,0.0754581598483499,1,2
100,28:16:ad:17:e4:e0,430,1340.940029018217,0.0426264846328333,4.902869579235854,0.1231070186562719,1,1
101,28:16:ad:a1:4a:91,2068,2941.199076745528,0.0784385914046553,9.339873052510098,0.2079385127789659,1,2
102,28:3a:4d:31:a1:8d,124,1966.4702684895403,0.0408436222831596,6.152363696260912,0.2957693115471515,1,3
103,28:3a:4d:31:e2:63,125,897.2609238451935,0.0482176343555271,5.074906367041199,0.1912352211079226,1,3
104,28:3a:4d:31:e2:e5,2071,1247.24,0.0230236560745613,4.958431372549019,0.1449487040093142,1,2
105,28:c6:3f:d9:90:d1,126,772.0,0.0414000288423942,3.0,0.0524310243326452,1,3
106,28:cf:e9:2b:39:78,2078,3075.887010242237,0.0293178896860903,9.0,0.0396215080739823,1,2
107,2c:0e:3d:af:fd:35,2084,1589.3456062837506,0.0718100051163315,6.371624938635248,0.1607066982719412,1,2
108,30:07:4d:5e:a6:6c,69,2352.6348314606744,0.015597708507337,7.693820224719101,0.0132058077782994,1,0
109,30:07:4d:65:5f:ee,451,828.0,0.0336191741596129,3.0,0.2038014551904974,1,1
110,30:07:4d:68:05:f5,2103,1525.882455799495,0.2040188574673367,6.246162813289295,0.2713837904806331,1,2
111,30:07:4d:84:b3:b5,133,859.9104392470051,0.0661209637224258,7.7364517969195665,0.1976411639950953,1,3
112,30:24:32:7a:e6:03,2110,986.6126558005752,0.0981385519264887,3.944391179290508,0.106244147949961,1,2
113,30:4b:07:00:e6:ac,136,1080.0503040353788,0.0554685145696426,6.377556661138751,0.25973562937368,1,3
114,34:41:5d:43:50:30,479,772.0,0.0969572078433256,3.0,0.0421577603087001,1,1
115,34:42:62:1d:79:9a,2140,1822.872340425532,0.1797376188206002,5.947650390326037,0.0603789430180219,1,2
116,34:42:62:27:fe:22,140,696.0,0.0329999164116786,3.0,0.1365227961318697,1,3
117,34:42:62:92:1d:42,2144,1284.2914164606143,0.2197847338136949,4.829035676439421,0.0918766416902351,1,2
118,34:42:62:9a:e6:50,483,691.0,0.1388605627423883,3.0,0.0719793638491568,1,1
119,34:42:62:b9:12:12,485,1003.3117773019272,0.0287255235655846,4.313490364025696,0.0571360636760742,1,1
120,34:42:62:c0:bc:e2,486,731.0,0.0640594963286329,4.0,0.2219339364371302,1,1
121,34:42:62:c2:a1:f5,2148,2391.196213425129,0.1536080793950474,9.507969767267827,0.2026491735256176,1,2
122,34:42:62:c5:b8:07,2149,2156.6323529411766,0.1550596485272343,7.259596211365903,0.0509807023839207,1,2
123,34:42:62:d5:03:43,2151,1720.7330526315789,0.0496246635003504,6.2208421052631575,0.1353376180775522,1,2
124,34:42:62:dd:bf:74,2153,992.9646910466582,0.2813888303198806,5.231489821653756,0.1029609334972904,1,2
125,34:a3:95:3f:a2:ad,494,800.4126213592233,0.0541423045852474,5.101132686084142,0.0968049511955747,1,1
126,34:e1:2d:c6:a8:59,2165,6221.699011907778,0.033880067124549,17.744419108746445,0.0681672508962646,1,2
127,34:f3:9a:51:f2:16,146,1261.0,0.0372103916342628,5.0,0.1882103743129459,1,3
128,34:f3:9a:c4:16:3e,2168,2914.2566317088217,0.3492935072091242,8.977071766399343,0.2632318987460481,1,2
